,@Username,Tweet,Lokasi
366,okezonenews,"Ajang F1 PowerBoat, Sandiaga Uno: Pariwisata Menggeliat dan Ekonomi Bangkit #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/muNUcXC5kj",Jakarta
367,adiarticuno2,"Sandiaga Uno should support him more, not Nash Daily 😂

Check out northsidestory's video! #TikTok https://t.co/AiH6QiDppl",Yogyakarta
368,nzancy,@GonelnJapan pake sandiaga uno?,"illusoire, Mörder, gadabout."
369,Yejiaf,@GonelnJapan sandiaga uno,"失ったㅤ☾𑁍ㅤ𝐈 / 𝐕, “있지”"
370,bimmingyu,@WeLostInJapan sandiaga uno.,"Parody, 1997.⠀AOS."
371,OkeBaliNews,Sandiaga Uno Resmikan Pondok Kreatif Parapat - https://t.co/TeXnjATOrF https://t.co/yDsV4gAXHt,"Bali, Indonesia"
372,adji_ojol,"""Pilpres 2019, pasangan Prabowo Subianto bersama saya, berhasil memenangkan perolehan suara di Sultra. Ini suatu keberhasilan yang harus tetap dipertahankan pada Pemilu 2024,” kata Sandiaga Uno. #PrabowoPemersatu #IkutPakde Prabowo Subianto",
373,Muhamma48288841,"DIBONGKAR Sandiaga Uno, Prabowo Subianto Ternyata Punya Sisi Lain: Lucu, Sangat Mirip Komika
https://t.co/hAYpWP9xK5 https://t.co/OEU6x8zdQw",
374,garis62,"DPD Gerindra Sulawesi Tenggara (Sultra) menggelar rapat koordinasi daerah (rakorda) pada Jumat, 25 Februari 2023. Rakorda dihadiri langsung oleh Ketua Harian DPP Partai Gerindra Dasco bersama Wakil Ketua Dewan Pembina Partai Gerindra Sandiaga Uno.",
375,gadotaja,Dasco dan Sandiaga Uno Hadiri Rakorda Gerindra Sultra #PrabowoPemersatu #IkutPakde Prabowo Subianto https://t.co/6QQxzsAkbp,"DKI Jakarta, Indonesia"
376,zxnm88473822,"DIBONGKAR Sandiaga Uno, Prabowo Subianto Ternyata Punya Sisi Lain: Lucu, Sangat Mirip Komika
https://t.co/2e4xnxZ1bN

#PrabowoPemersatu #IkutPakde https://t.co/TEqklUG4d9",
377,Disuruh_Iben,"""Ditaksir"" Jadi Capres PPP, Sandiaga Uno Mau Minta Arahan Prabowo Subianto dan Jokowi - https://t.co/jdGJZgaaH0 - Nasional https://t.co/jdGJZgaaH0 https://t.co/mp6qD4ZOlu #IndonesiaKuat #BangkitBersama",Pulau Impian
378,Ini_ajunk,"""Ditaksir"" Jadi Capres PPP, Sandiaga Uno Mau Minta Arahan Prabowo Subianto dan Jokowi - https://t.co/tMf4E35WAj - Nasional https://t.co/tMf4E35WAj https://t.co/RnJpEwrDZX #IndonesiaKuat #BangkitBersama",jakarta
379,adaapaaja21,"DIBONGKAR Sandiaga Uno, Prabowo Subianto Ternyata Punya Sisi Lain: Lucu, Sangat Mirip Komika
https://t.co/l98p798FVc

#PrabowoPemersatu #IkutPakde Prabowo Subianto https://t.co/hqjANJbzPc",
380,kuasakatacom,"Ditaksir PPP untuk Pilpres 2024, Sandiaga Uno: Minta Arahan Pak Prabowo Dulu  https://t.co/EAaPNgdSkz",Semarang - Jawa Tengah
381,KompasEkonomi,"Kejar 4,4 Juta Lapangan Kerja, Sandiaga Uno Ajak Pengusaha Muda Buka Loker  https://t.co/SeP2Hm1UIz",Indonesia
382,Lintas_MNCTV,"Dua akun yang diperuntukan untuk pariwisata yaitu Pesona Indonesia dan Wonderful Indonesia resmi diluncurkan Kemenparekraf. FRZ

#LintasiNewsMNCTV #News #MNCTV #SandiagaUno #Kemenparekraf #Ekonomikreatif #PesonaIndonesia #WonderfulIndonesia https://t.co/TGSYx5LgwY",Indonesia
383,txtburuh,@ezash Kalau Om Sandiaga UNO itu....,"J5VQ+X43, HBông, h. Chư Sê, Gi"
384,Economicreview_,"Diselenggarakan 7 Kota Besar, Sandiaga Dukung Festival Sinema Australia https://t.co/LW9cXnsujV #sandiagauno",Jakarta Capital Region
385,pinterpolitik,"Namun, bergabung dengan PPP sekiranya tidak memberikan keuntungan yang besar bagi Sandiaga Uno untuk maju di Pilpres 2024? Lantas, apakah Sandi harus menyerah sebagai kandidat di Pilpres 2024?

https://t.co/ZQxjetULfr","Jakarta, Indonesia"
386,GadisPeswaran,"Mantap.. 
Kenyamanan Resort Pulau Pahawang mendapat pujian dari Sandiaga Uno 

Pesawaran Lampung
#BumiWisataSejutaPesona https://t.co/IiSaRIB4RZ",Indonesia
387,anidian_2,"Pemerintah,melalui Menparekraf,Sandiaga Uno berharap Festival Pahawang di Pesawaran Lampung menjadi momentum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di Kabupaten Pesawaran, Lampung.

#BumiWisataSejutaPesona https://t.co/OODzo8ctG8",
388,AmmarRoz1,"Ini yg dikatakan oleh Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno: Festival Pahawang menjadi momentum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di Kabupaten Pesawaran Lampung 
 
#BumiWisataSejutaPesona https://t.co/FS8VTEyL96",
389,nindiaaudi,"Kata pak Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno: Festival Pahawang menjadi momentum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di Kabupaten Pesawaran Lampung 
 
#BumiWisataSejutaPesona https://t.co/XRM5HCUG5r",
390,zilktea,"Pembukaan Pahawang Culture Festival 2022 membuat Menparekraf Sandiaga Uno pun memberi apresiasi festival yang dianggapnya menjadi momentum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di Kabupaten Pesawaran, Lampung. 
 
#BumiWisataSejutaPesona https://t.co/JfdwOtBovL",
391,Faisalinfd,"Bersama sandiaga uno di Pesawaran Lampung 
 #BumiWisataSejutaPesona https://t.co/EpwCFblsQC",
392,Sin_daboo,"Menparenkraf Sandiaga Uno berkata, Festival Pahawang menjadi momentum kebangkitan ekonomi &amp; mendorong terciptanya peluang usaha &amp; lapangan kerja di Kab. Pesawaran, Lampung. Smoga masyarakat sekitar bisa terbantu meningkatkan perekonomian 
Pesawaran Lampung
#BumiWisataSejutaPesona https://t.co/oovHNVqfaM",
393,SafitriInf,"Festival pahawang Pesawaran Lampung bersama mentri pariwisata dan ekonomi kreatif sandiaga uno
#BumiWisataSejutaPesona https://t.co/doZzbOxFg6",
394,nmy0i,"Kenyamanan Resort Pulau Pahawang mendapat pujian dari Sandiaga Uno 

Pesawaran Lampung
#BumiWisataSejutaPesona https://t.co/js3dDC7CDx","Kalideres, Indonesia"
395,pimpmle,"Pembukaan Pahawang Culture Festival 2022 berlangsung meriah. Menteri (Menparekraf) Sandiaga Uno pun memberi apresiasi festival yang dianggapnya menjadi momentum kebangkitan ekonomi.

Pesawaran Lampung 
 
#BumiWisataSejutaPesona https://t.co/vbNzL3OYnd",
396,libfary,"Pesona Pesawaran Lampung seperti Maldives lho guys, dan mendapatkan apresiasi dari pak sandiaga uno.
#BumiWisataSejutaPesona https://t.co/Q6QjZ49tpg",
397,Pritta_Blonde,Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno memberi apresiasi festival yg dianggapnya menjadi momentum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di #BumiWisataSejutaPesona di Pesawaran Lampung https://t.co/2qW0TnQJPI,
398,Guegemaaa,"Sandiaga Uno apresiasi Festival Pahawang sebagai momentum kehangatan dan mendorong terciptanya usaha

Pesawaran Lampung 
#BumiWisataSejutaPesona https://t.co/F4yRxI52AT",
399,wR72_,"Resort Pulau Pahawang mendapat apresiasi dari Sandiaga Uno 

Pesawaran Lampung
#BumiWisataSejutaPesona https://t.co/dPVPaZZXQ9",INDONESIA
400,Tresnokoe13,"Menteri Pariwisata dan ekonomi kreatif Sandiaga Uno mengatakan bahwa festival pahawang menjadi momentum kebangkitan ekonomi di Kabupaten Pesawaran Lampung 
 
#BumiWisataSejutaPesona https://t.co/TPvi73Bm3N",
401,nununanisa,"Wahhh pak menteri Sandiaga Uno datang ke kabupaten Pesawaran Lampung nih, ada festival pahawang. Kebudayaan yg harus dilestarikan yaa
#BumiWisataSejutaPesona https://t.co/nGYVHmh3qu",Bandung
402,ClaraEilza,"Pembukaan Pahawang Culture Festival 2022 berlangsung meriah. Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno pun memberi apresiasi festival yang dianggapnya menjadi momentum kebangkitan ekonomi.

Pesawaran Lampung 
#BumiWisataSejutaPesona https://t.co/POmKHs5o5f",
403,qhiyori,"Pembukaan Pahawang Culture Festival 2022 berlangsung meriah. Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno memberi apresiasi festival yang dianggapnya menjadi momentum kebangkitan ekonomi di Kabupaten Pesawaran Lampung 
 
#BumiWisataSejutaPesona https://t.co/ysqVOneBph",
404,julput1010,"Ini adalah saat pak Sandiaga Uno mendatangi Festival Pahawang 
Pesawaran Lampung

#BumiWisataSejutaPesona https://t.co/J843KUNiys","Tulungagung, Indonesia"
405,ekaswsw3211,"Menparekraf Sandiaga Uno berharap  Festival Pahawang menjadi momenum kebangkitan ekonomi dan mendorong terciptanya peluang usaha dan lapangan kerja di Kabupaten Pesawaran Lampung
 
#BumiWisataSejutaPesona https://t.co/hTGRshno9h",
406,literawry,"Pembukaan Pahawang Culture Festival 2022 berlangsung meriah. Menparekraf Sandiaga Uno memberi apresiasi festival yang dianggapnya menjadi momentum kebangkitan ekonomi, mendorong terciptanya peluang usaha, lapangan kerja di Kabupaten Pesawaran Lampung. 
 
#BumiWisataSejutaPesona https://t.co/6JPwSH7aTZ",
407,ARizalPahlawi1,@OposisiCerdas Sandiaga uno itu wagub nya dari Gerindra mau diapain seenaknya kabur.,Cimahi
408,IxNdheso,"yang tentu disulut oleh isu-isu agama. Anies menang.

Dalam beberapa kesempatan, Sandiaga Uno, pasangan Anies di Pilkada DKI 2017, mengisyaratkan rasa penyesalannya atas peristiwa politik yang memprihatinkan dalam Pilkada DKI itu. Anies tidak.! Bahkan, ia seperti bangga dan tak","Tanjung Priok, Indonesia"
409,Economicreview_,Aksi Jaringan Sandiaga Uno Bantu Rempah Indonesia dan Buka Lapangan kerja https://t.co/1opPHJj7um #rempahindonesia,Jakarta Capital Region
410,Athos97160890,Semoga Pak Sandiaga Uno di jauhkan dari para Politikus Kotor yg haus kekuasaan.,
411,mnvtrshkp,"Pak SandiagaUno ternyata hartanya skrg 10T, 2019 masih 3T, pantesan biaya kampanye yg anis pinjem 30M dia Ikhlasin ae. Gila bener nih org. Shock gw pas tau utang sandi 289M, tp kas nya 789M 😭😭. Lunas hutang msi ada cash 500M. Bagi 1 M gak berasa ilang keknya 😭😭😭",
412,lantakanemas,"Hasilkan Cuan, Sandiaga Uno Sebut Konten Streaming Peluang Menjanjikan https://t.co/kiWzu6FmfM",Indonesia
413,AdiSuhe94815341,@democrazymedia Jadi inget Sandiaga Uno rela uang nya hilang yang kata nya utang tapi ga di kembalikan 😁😕😁,
414,sepedaantik,antik.. Berita Wisata Danau Toba: Cek Youtube Bapak Sandiaga Uno TV! Membahas Pengembangan Wisata Olahraga di Sumut - Penulis Pro - https://t.co/Dxa8YoxV5J https://t.co/apbb1JDyJR,Yogyakarta
415,Faktorutama,"Promosikan Desa Wisata di ASTINDO Travel Fair 2023, Menparekraf Sandiaga Uno: Mendorong Gerakan Bangga Berwisata di Indonesia - https://t.co/FjhO4N5Lny",
416,PokrolCom,Menteri Sandiaga Uno Imbau Pemuda Jadi Pengusaha untuk Ciptakan Lapangan Kerja #pengusaha #pokrol https://t.co/tghh4jd4Vo,Indonesia
417,sandipribadi_id,@Gerindra @PantauManCity @maskombot @prabowo @HHMansoor Saya dukung Pak Sandiaga Uno,
418,haelamarie,"Sandiaga Uno Lepas Jalan Sehat Partai Gerindra Sultra, Diikuti Ribuan Peserta - https://t.co/6Ky3KJYpwH https://t.co/tta7BxU99m #IndonesiaKuat #BangkitBersama",Indonesia
419,AriP22781992,"@MardaniAliSera @PKSejahtera @salimsegaf @hnurwahid @aniesbaswedan @fahiraidris @FPKSDPRRI @msaid_didu @netty_heryawan @PKS_PSREBO @pksjabar @PKSJaksel Mungkin P Sandiaga Uno bisa kasih utang lagi ,atau P Yusuf Kalla bisa jadi sponsor... Wkwkwkwk kkkk KKK 2024 tenggelamkan PKS, Demokrat",
420,kumparan,Sandiaga Uno ajak pemuda jadi pengusaha agar mampu ciptakan lapangan kerja. #kumparanBISNIS #bisnis #bisnisupdate https://t.co/MxxlcQ7vVr,
421,bakhtanizar,"@VIVAcoid Sandiaga Uno nya tidak mau, jangan ke PD an dah kapok dia biaya in si Manies mulut sampai hutangnya si Manies mulut tidak di bayar",
422,InvestorID,Sandiaga Uno Ajak Generasi Muda Jadi Pengusaha https://t.co/A0Yu6s25sk,"Jakarta, Indonesia"
423,Bayanaka_2020,@satriohendri Sandiaga Uno,
424,warna_nusa,"Punya Harta Rp10,6 Triliun, Ini Sumber Kekayaan Sandiaga Uno, Menteri Terkaya di Kabinet Jokowi? https://t.co/3v3ZrtD1Tk",Jl. Sumatera 118-120 Jember
425,kompascom,Sandiaga Uno berharap pelaku UMKM dari sektor fesyen bisa ikut serta untuk mencapai target membuka peluang usaha dan lapangan kerja yang luas. https://t.co/uagFsq68Ev,Jakarta
426,FandaraRasya,"Untuk elektabilitas Ridwan Kamil sebagai capres berada pada angka 4 persen. Namun di bawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen dan Andika Perkasa 1,6 persen, disus AHY 1,3 persen, dan Tri Rismaharini 1 persen. 
#BersamaJuara",
427,FandaraRasya,"Ridwan Kamil jauh lebih unggul dibandingkan dengan elektabilitas capres alternatif lainnya seperti Sandiaga Uno berada di posisi kedua dengan presentase 7,3 persen.
#BersamaJuara",
428,AdePamungkas11,"Untuk elektabilitas Ridwan Kamil sebagai capres berada pada angka 4 persen. Namun di bawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen dan Andika Perkasa 1,6 persen, disus AHY 1,3 persen, dan Tri Rismaharini 1 persen. 
#BersamaJuara",
429,FandaraRasya,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara 
#ridwankamil",
430,AdePamungkas11,"Ridwan Kamil jauh lebih unggul dibandingkan dengan elektabilitas capres alternatif lainnya seperti Sandiaga Uno berada di posisi kedua dengan presentase 7,3 persen.
#BersamaJuara",
431,FandaraRasya,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara",
432,AdePamungkas11,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara 
#ridwankamil",
433,AdePamungkas11,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara",
434,AdePamungkas11,"Elektabilitas RK (Ridwan Kamil) sebagai capres berada pada angka 4 persen. Dibawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen, Andika Perkasa 1,6 persen, AHY 1,3 persen, dan Tri Rismaharini 1 persen.
#BersamaJuara",
435,FandaraRasya,"Elektabilitas RK (Ridwan Kamil) sebagai capres berada pada angka 4 persen. Dibawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen, Andika Perkasa 1,6 persen, AHY 1,3 persen, dan Tri Rismaharini 1 persen.
#BersamaJuara",
436,AdePamungkas11,"Ridwan Kamil menempati posisi pertama sebagai calon presiden alternatif untuk Pilpres 2024. Selain Gubernur Jawa Barat itu, dua nama juga muncul sebagai capres alternatif, mereka adalah Sandiaga Uno dan Agus Harimurti Yudhoyono. 
#BersamaJuara",
437,FandaraRasya,"Ridwan Kamil menempati posisi pertama sebagai calon presiden alternatif untuk Pilpres 2024. Selain Gubernur Jawa Barat itu, dua nama juga muncul sebagai capres alternatif, mereka adalah Sandiaga Uno dan Agus Harimurti Yudhoyono. 
#BersamaJuara",
438,haelamarie,"Sandiaga Uno Hadiri Rakorda Gerindra Sultra, Akan Berjuang untuk Indonesia yang Lebih Baik - https://t.co/6Ky3KJXRH9 https://t.co/jrXdrzrYeF #IndonesiaKuat #BangkitBersama",Indonesia
439,ChoirulAnwar999,"@satriohendri Cawapres Anies KALAU MASIH MEMUNGKINKAN sebaiknya adalah calon diluar Partai Koalisi, untuk menambah suara. Sandiaga Uno atau Airlangga Hartarto, misalnya.
bisa satu putaran.
Anies-AHY juga menang, mungkin dua putaran.",
440,SpiritRiau_com,Sandiaga Uno Hadiri Rakorda DPD Gerindra Sultra https://t.co/Lp1syAq8Vr,"Provinsi Riau, Indonesia"
441,OfficialiNewsTV,"Sandiaga Uno Gaungkan Tekad Indonesia yang Lebih Baik di Rakerda Gerindra Sultra

https://t.co/ivR9vA18rw",iNews Tower 
442,okezonenews,Sandiaga Uno Hadiri Rakorda DPD Gerindra Sultra #LengkapCepatBeritanya #BeritaTerkini #BeritaDaerah . https://t.co/QfS4WqMPVG,Jakarta
443,MerryRiana,"Banyak yang belum tahu, ini asumsi tersalah yang orang punya tentang Sandiaga Uno. Apa itu? Langsung saja simak ceritanya di episode berikut ini!
https://t.co/4LXEcJwMwY",Jakarta - Singapore
444,infoSumbar,"Menparekraf Sandiaga Uno Dukung Penuh Rendang Payakumbuh Go Internasional via @infosumbar https://t.co/7G0Q1am3xd

#infosumbar #Menparekraf #Rendang #Payakumbuh","Kota Padang, Sumatera Barat"
445,merdekadotcom,"Gandeng Kadin DKI, Sandiaga Uno Buka 4,4 Juta Lapangan Kerja Tahun 2024 https://t.co/TsFKLSD7yG",Indonesia
446,topikterkiniatu,Anies punya utang ke Sandiaga Uno Rp50 miliar https://t.co/IfLN69yXdC,
447,Beritabalicom,"Tren Jual Beli Hotel di Bali, Sandiaga: Investor Tidak Mau Bangun dari Awal

Youtube: https://t.co/rSLbhzg0Oq

Facebook : https://t.co/x2qDlzGea0

Dailymotion : https://t.co/3Ud1xrqkbE

#beritabali #beritabalitv #tren #hotel #hoteldibali #jualbelihotel #sandiagauno","Kuta Utara, Badung, Bali"
448,rakcerid,"Elektabilitas RK tersebut terpaut jauh dengan kandidat capres alternatif, Wakil Ketua Dewan Pembina Gerindra Sandiaga Uno @sandiuno. Dimana mantan Cawapres Prabowo Subianto @prabowo pada Pilpres 2019 itu mengantongi elektabilitas hanya sebesar 7,3 persen.",Cirebon
449,ToriSimply,"Sandiaga Uno menjawab isu keretakan dirinya dengan Ketua Umum Partai Gerindra, Prabowo Subianto.

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Pilihan Kita",
450,GunadiKenneth,"Tepis Isu Keretakan, Sandiaga Uno Sebut Karir Politiknya Menempel di Prabowo.

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Pilihan Kita",
451,mercifulove,"DIBONGKAR Sandiaga Uno, Prabowo Subianto Ternyata Punya Sisi Lain: Lucu, Sangat Mirip Komika
https://t.co/1wrQ28qR5Y
#PrabowoPemersatu #IkutPakde",
452,WardyDjuli,"Pj Bupati Paparkan 25 Objek Wisata di Nagan Raya, Ada Papan Nama Giok untuk Menteri Sandiaga Uno
#NaganRaya
@sandiuno 
@fitriany2022
@kemendagri
@KEMENPORA_RI
https://t.co/iMiNQq8dcI lewat @tribunnews","Nagan Raya, Nangro Aceh Daruss"
453,Edelweis_jesi,SULAWESI TENGGARA – DPD Gerindra Sulawesi Tenggara (Sultra) menggelar rapat koordinasi daerah (rakorda) pada Jumat )25 Februari 2023). Rakorda dihadiri langsung oleh Ketua Harian DPP Partai Gerindra Dasco bersama Wakil Ketua Dewan Pembina Partai Gerindra Sandiaga Uno.,
454,doyounu,@xcoisan san san apa yang sandiaga uno? hayo tebak kalo bener kamu tak kasih banteng https://t.co/ZCXLzmFH5b,TY's mochi.
455,ayusailaa,"@fadttah @txtdrjkt gorengannya enak pas masih panas, lauk wartegnya enakan yg didepan humz sandiaga uno",
456,NanBoSan1,"Elektabilitas RK (Ridwan Kamil) sebagai capres berada pada angka 4 persen. Dibawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen, Andika Perkasa 1,6 persen, AHY 1,3 persen, dan Tri Rismaharini 1 persen.
#BersamaJuara",
457,NanBoSan1,"Ridwan Kamil menempati posisi pertama sebagai calon presiden alternatif untuk Pilpres 2024. Selain Gubernur Jawa Barat itu, dua nama juga muncul sebagai capres alternatif, mereka adalah Sandiaga Uno dan Agus Harimurti Yudhoyono. 
#BersamaJuara",
458,NanBoSan1,"Untuk elektabilitas Ridwan Kamil sebagai capres berada pada angka 4 persen. Namun di bawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen dan Andika Perkasa 1,6 persen, disus AHY 1,3 persen, dan Tri Rismaharini 1 persen. 
#BersamaJuara",
459,NanBoSan1,"Ridwan Kamil jauh lebih unggul dibandingkan dengan elektabilitas capres alternatif lainnya seperti Sandiaga Uno berada di posisi kedua dengan presentase 7,3 persen.
#BersamaJuara",
460,NanBoSan1,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara 
#ridwankamil",
461,NanBoSan1,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara",
462,warta_sulsel,"SULTRA.WARTASULSEL.ID-DPD Gerindra Sulawesi Tenggara (Sultra) menggelar rapat koordinasi daerah (rakorda) pada Jumat, 25 Februari 2023. Rakorda dihadiri langsung oleh Ketua Harian DPP Partai Gerindra Dasco bersama Wakil Ketua Dewan Pembina Partai Gerindra Sandiaga Uno.",
463,Yoga_dn11,"@tanyakanrl Pernah dibilang suara gw mirip David gadgetin anjir wkwk, tapi muka ada yg bilang mirip Sandiaga uno😭😭",
464,nusabalicom,"Hadapi Praktik 'Jual Beli Kepala', Menparekraf Rekomendasikan Cabut Izin https://t.co/N1MI7dWlMP #berita #nusabali #Menparekraf #SandiagaUno","Denpasar, Bali"
465,SeputariNews,"Hadiri Rakerda Gerindra Sultra, Sandiaga Uno Tegaskan Ingin Berjuang Bersama
https://t.co/LDnTVxRFqb",MNC News Center Lt.11 Jakarta
466,kendarinesia,Sandiaga Uno Hadiri Rakorda Partai Gerindra di Kendari https://t.co/f7KtgduNjn,"Jalan Mekar Jaya 1, Kendari"
467,rytsarkiy_pika,"@IkramanKatibin @Hasbil_Lbs Bukan Sandiaga Uno ya.
Silakan cari di google nama2 pejabat setingkat Dirjen di Kemenkeu.","Kebayoran Baru, Indonesia"
468,jpnncom,"Ciptakan 4,4 Juta Lapangan Kerja Pada 2024, Sandiaga Uno Gandeng Kadin DKI Jakarta #SandiagaUno https://t.co/3LkPHh92rF",Indonesia
469,haelamarie,"Hadiri Rakerda Gerindra Sultra, Sandiaga Uno Tegaskan Ingin Berjuang Bersama - https://t.co/FbnyvumLrZ https://t.co/egpymQgbUJ #IndonesiaKuat #BangkitBersama",Indonesia
470,jokosantoso_id,"Stlh menerima laporan dr Menpar Sandiaga Uno bhw sblm hari 'H' event tsb t'selenggara, smua hotel² &amp; penginapan tiket'y ludes diborong para pengunjung sblm nya.

T'bengong oleh laporan Menpar, opung LBP pun srt-merta m'himbau org² kaya di Medan utk segera invest &amp; bangun hotel.",Palembang
471,ApanMuru,"ini pandangan sandiaga uno untuk prabowo...
#prabowopersatuanindonesia #prabowo  #SanDiego #Newsnight #beritaterkini #Indonesia https://t.co/J40cY9PeyU",Jakarta
472,BerdaulatId,Ketua KPU Jaksel Monitoring Coklit di Kediaman Sandiaga Uno https://t.co/zFW6zoWDZz,
473,jawapos,Dasco dan Sandiaga Uno Hadiri Rakorda Gerindra Sultra https://t.co/VLWTStm9vr,Jakarta
474,sketsindonews,Ketua KPU Jakarta Selatan monitoring Coklit di Kediaman Sandiaga Uno https://t.co/yId6Iu5qzS,Jakarta
475,okezonenews,"Hadiri Rakerda Gerindra Sultra, Sandiaga Uno Tegaskan Ingin Berjuang Bersama #LengkapCepatBeritanya #BeritaTerkini #BeritaDaerah . https://t.co/HhSEc0IAeo",Jakarta
476,kumparan,"Menparekraf Sandiaga Uno bersama Kamar Dagang dan Industri (KADIN) DKI Jakarta menargetkan terciptanya 4,4 juta lapangan kerja di 2024. https://t.co/WejJbWY9Xg",
477,zonajakarta1,"Ramai Isu 'Jual Beli Kepala' Turis China, Sandiaga Uno Ancam ini Kepada Oknum Travel! https://t.co/RRMBEDSCMA",Jakarta Capital Region
478,kompascom,Sandiaga Uno berharap pelaku UMKM dapat mengembangkan usahanya semakin luas ke pasar internasional. https://t.co/LhZj5Q6N94,Jakarta
479,NurlinaPermata,"Sandiaga Uno menjawab isu keretakan dirinya dengan Ketua Umum Partai Gerindra, Prabowo Subianto.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Pilihan Kita",
480,charul_umam,"Tepis Isu Keretakan, Sandiaga Uno Sebut Karir Politiknya Menempel di Prabowo.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Pilihan Kita",
481,bawaslu_jaksel,"Pengawasan Coklit Pantarlih Pemuktahiran daftar pemilih di kediaman Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno, yang dilakukan Abdul salam Anggota Bawaslu Jakarta Selatan bersama Agus Sudono Ketua KPU Jakarta Selatan yang didampingi Panwascam dan PKD.
#bawaslumengawasi https://t.co/UI5Mlfbc5e",Jl Wr Buncit Raya 11 Jak-Sel
482,twettyayu,"Elektabilitas RK (Ridwan Kamil) sebagai capres berada pada angka 4 persen. Dibawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen, Andika Perkasa 1,6 persen, AHY 1,3 persen, dan Tri Rismaharini 1 persen.
#BersamaJuara",
483,twettyayu,"Ridwan Kamil menempati posisi pertama sebagai calon presiden alternatif untuk Pilpres 2024. Selain Gubernur Jawa Barat itu, dua nama juga muncul sebagai capres alternatif, mereka adalah Sandiaga Uno dan Agus Harimurti Yudhoyono. 
#BersamaJuara",
484,twettyayu,"Untuk elektabilitas Ridwan Kamil sebagai capres berada pada angka 4 persen. Namun di bawahnya ada nama Sandiaga Uno dengan elektabilitas 1,6 persen dan Andika Perkasa 1,6 persen, disus AHY 1,3 persen, dan Tri Rismaharini 1 persen. 
#BersamaJuara",
485,twettyayu,"Ridwan Kamil jauh lebih unggul dibandingkan dengan elektabilitas capres alternatif lainnya seperti Sandiaga Uno berada di posisi kedua dengan presentase 7,3 persen.
#BersamaJuara",
486,twettyayu,"""Ada tiga sosok capres alternatif dengan elektabilitas paling tinggi. Mereka masing-masing Ridwan Kamil, Sandiaga Uno, dan Agus Harimurti Yudhoyono (AHY),"" kata Peneliti Litbang Kompas Eren Marsyukrilla.
#BersamaJuara 
#ridwankamil",
